"ROK","IDFPROV","EMISE","EMI_MNO_T"
2022,667540611,"tuhé znečišťující látky (TZL)",0.4290
2022,667540611,"těkavé organické látky (VOC)",14.2250
2022,667630013,"těkavé organické látky (VOC)",0.0520
2022,667640201,"oxid uhelnatý (CO)",0.3210
2022,667640201,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1930
2022,667640201,"tuhé znečišťující látky (TZL)",0.0190
2022,667890023,"oxid uhelnatý (CO)",0.4870
2022,667890023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8470
2022,667890541,"oxid uhelnatý (CO)",10.8150
2022,667890541,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",12.84
2022,667898161,"oxid uhelnatý (CO)",9.1170
2022,667898161,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",97.0570
2022,667898161,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",213.17
2022,667898161,"tuhé znečišťující látky (TZL)",2.7060
2022,667898161,"těkavé organické látky (VOC)",8.1220
2022,668150023,"tuhé znečišťující látky (TZL)",0.0080
2022,668150063,"oxid uhelnatý (CO)",0.0010
2022,668150063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0120
2022,668150081,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.0540
2022,668150081,"kyanovodík",0.0033
2022,668150081,"nehalogenované organické látky nespadající pod VOC vyjádřené jako celkový organický uhlík (TOC) podle bodu 4.6., pokud pro ně nejsou stanoveny emisní limity v bodech 4.1. až 4.5.",0.0270
2022,668150081,"organické sloučeniny vyjádřené jako celkový organický uhlík, bod 4.3.",0.0360
2022,668150081,"organické sloučeniny vyjádřené jako celkový organický uhlík, bod 4.4.",0.05
2022,668150081,"oxid uhelnatý (CO)",2.61
2022,668150081,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",32.4850
2022,668150091,"antimon",0.000130042118
2022,668150091,"arsen",0.0015988785
2022,668150091,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.3432259180
2022,668150091,"chrom (bez šestimocného chromu)",0.004807294690
2022,668150091,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",1.47096822
2022,668150091,"kadmium",0.000313380186
2022,668150091,"kobalt (Co)",0.001003029779
2022,668150091,"mangan",0.008431419290
2022,668150091,"měď",0.003208416190
2022,668150091,"nikl",0.002547546410
2022,668150091,"olovo",0.003741375690
2022,668150091,"oxid uhelnatý (CO)",68.4450
2022,668150091,"oxid uhličitý",111748.40975988
2022,668150091,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",120.0420
2022,668150091,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",754.5560
2022,668150091,"polychlorované bifenyly (PCB)",0.000000883647
2022,668150091,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.000000015669
2022,668150091,"polycyklické aromatické uhlovodíky (PAU)",0.000006512765
2022,668150091,"rtuť",0.001886676630
2022,668150091,"selen",0.000433829033
2022,668150091,"thallium",0.000248359127
2022,668150091,"tuhé znečišťující látky (TZL)",11.8830
2022,668150091,"vanad",0.005233662290
2022,668150091,"zinek",0.008346145770
2022,668150131,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",4.0520
2022,668150131,"butan-2-on (ethylmethylketon)",18.70
2022,668150131,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,668150131,"oxid uhelnatý (CO)",0.0190
2022,668150131,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1210
2022,668150131,"toluen",13.3670
2022,668150131,"těkavé organické látky (VOC)",0.1210
2022,668150133,"oxid uhelnatý (CO)",0.0180
2022,668150133,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.08
2022,668150181,"oxid uhelnatý (CO)",0.0040
2022,668150181,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5650
2022,668150181,"tuhé znečišťující látky (TZL)",0.0020
2022,668150183,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0360
2022,668150183,"silné anorganické kyseliny (kromě HCl) vyjádřené jako H+",0.000070
2022,668150183,"tuhé znečišťující látky (TZL)",0.0150
2022,668150193,"tuhé znečišťující látky (TZL)",0.0070
2022,668150283,"těkavé organické látky (VOC)",3.22
2022,668150321,"těkavé organické látky (VOC)",0.1490
2022,668150373,"těkavé organické látky (VOC)",0.0690
2022,668150383,"oxid uhelnatý (CO)",0.0010
2022,668150383,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6940
2022,668150393,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.009720
2022,668150393,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.0021
2022,668150393,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0390
2022,668150393,"oxid uhelnatý (CO)",0.0060
2022,668150393,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5490
2022,668150393,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0360
2022,668150393,"tuhé znečišťující látky (TZL)",0.0310
2022,668150511,"oxid uhelnatý (CO)",0.8240
2022,668150511,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.6370
2022,668150511,"tuhé znečišťující látky (TZL)",0.0870
2022,668150511,"těkavé organické látky (VOC)",23.8830
2022,668150521,"těkavé organické látky (VOC)",0.40
2022,668150621,"oxid uhelnatý (CO)",0.5580
2022,668150621,"oxid uhličitý",3070.92418106
2022,668150621,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.3520
2022,668150751,"oxid uhelnatý (CO)",0.0080
2022,668150751,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0290
2022,668150831,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6290
2022,668150831,"tuhé znečišťující látky (TZL)",0.0050
2022,668150831,"těkavé organické látky (VOC)",1.2080
2022,668158193,"měď",0.000014
2022,668158193,"oxid uhelnatý (CO)",5.8880
2022,668158193,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.5660
2022,668158193,"silné anorganické kyseliny (kromě HCl) vyjádřené jako H+",0.000025
2022,668158193,"těkavé organické látky (VOC)",32.0490
2022,668158193,"šestimocný chrom",0.000002
2022,668640013,"cín",0
2022,668640013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2610
2022,668640013,"tuhé znečišťující látky (TZL)",0.7790
2022,668640013,"šestimocný chrom",0.0040
2022,668640041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2380
2022,668640041,"oxid uhelnatý (CO)",0.0080
2022,668640041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4840
2022,668640041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.7280
2022,668640041,"tuhé znečišťující látky (TZL)",0.0290
2022,668640041,"těkavé organické látky (VOC)",1.3840
2022,668640041,"šestimocný chrom",0.0010
2022,668850023,"těkavé organické látky (VOC)",0.0620
2022,668860023,"oxid uhelnatý (CO)",0
2022,668860023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,668860023,"těkavé organické látky (VOC)",0.3640
2022,668890023,"tuhé znečišťující látky (TZL)",0
2022,668890041,"oxid uhelnatý (CO)",435.9820
2022,668890041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",899.2410
2022,668890041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1027.6080
2022,668890041,"tuhé znečišťující látky (TZL)",21.5790
2022,668890621,"těkavé organické látky (VOC)",0.7790
2022,669390073,"organické látky vyjádřené jako celkový organický uhlík (TOC)",3.1240
2022,669390073,"tuhé znečišťující látky (TZL)",0
2022,669390073,"těkavé organické látky (VOC)",0.3130
2022,669390103,"arsen",0.00005654
2022,669390103,"dimethylamin",0.0060
2022,669390103,"kadmium",0.00004269
2022,669390103,"olovo",0.00175802
2022,669390103,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.4460
2022,669390103,"oxid uhelnatý (CO)",10.2780
2022,669390103,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.9810
2022,669390103,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",1.45
2022,669390103,"polychlorované bifenyly (PCB)",0.000000001425
2022,669390103,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.000000019880
2022,669390103,"polycyklické aromatické uhlovodíky (PAU)",0.000054492450
2022,669390103,"rtuť",0.00060914
2022,669390103,"tuhé znečišťující látky (TZL)",23.7730
2022,669390103,"těkavé organické látky (VOC)",2.4120
2022,669390113,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0040
2022,669390113,"oxid uhelnatý (CO)",0.0180
2022,669390113,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0740
2022,669390113,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,669390113,"tuhé znečišťující látky (TZL)",1.0990
2022,669390143,"tuhé znečišťující látky (TZL)",0.2420
2022,669390153,"oxid uhelnatý (CO)",15.9760
2022,669390153,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",21.0070
2022,669390153,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",43.8810
2022,669390153,"tuhé znečišťující látky (TZL)",0.5520
2022,669390173,"oxid uhelnatý (CO)",1.4450
2022,669390173,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",10.4150
2022,669390173,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.6830
2022,669390173,"tuhé znečišťující látky (TZL)",0.93
2022,669390741,"oxid uhelnatý (CO)",0.3060
2022,669390741,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2540
2022,669390741,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0010
2022,669390741,"tuhé znečišťující látky (TZL)",0.2950
2022,669390741,"těkavé organické látky (VOC)",1.5310
2022,669390821,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1060
2022,669390821,"oxid uhelnatý (CO)",0.0260
2022,669390821,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.9120
2022,669390821,"těkavé organické látky (VOC)",0.5640
2022,669398071,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.1951
2022,669398071,"chrom (bez šestimocného chromu)",0.0089
2022,669398071,"měď",0.0025
2022,669398071,"nikl",0.0058
2022,669398071,"oxid uhelnatý (CO)",0.0920
2022,669398071,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1710
2022,669398071,"tuhé znečišťující látky (TZL)",0.9930
2022,669398071,"zinek",0.0185
2022,669398071,"šestimocný chrom",0.0091
2022,669398341,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1380
2022,669398341,"oxid uhelnatý (CO)",0.1280
2022,669398341,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.3890
2022,669398341,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.0000000030
2022,669398341,"tuhé znečišťující látky (TZL)",0.1110
2022,669398341,"těkavé organické látky (VOC)",43.5210
2022,669398363,"tuhé znečišťující látky (TZL)",0.4910
2022,669398373,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.6860
2022,669398373,"oxid uhelnatý (CO)",0.1290
2022,669398373,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5090
2022,669398373,"těkavé organické látky (VOC)",0.9340
2022,669550013,"těkavé organické látky (VOC)",3.6320
2022,669660033,"tuhé znečišťující látky (TZL)",0.0690
2022,669830013,"tuhé znečišťující látky (TZL)",0.0070
2022,669850013,"těkavé organické látky (VOC)",1.5360
2022,669850731,"oxid uhelnatý (CO)",0.0030
2022,669850731,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0540
2022,669850731,"těkavé organické látky (VOC)",1.25
2022,669850871,"oxid uhelnatý (CO)",0.0010
2022,669850871,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0280
2022,669850871,"těkavé organické látky (VOC)",1.9460
2022,669970013,"tuhé znečišťující látky (TZL)",0.13
2022,670030013,"tuhé znečišťující látky (TZL)",1.2170
2022,670060013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0020
2022,670060013,"oxid uhelnatý (CO)",0
2022,670060013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2022,670120101,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1670
2022,670120101,"oxid uhelnatý (CO)",4.6770
2022,670120101,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.1980
2022,670120101,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0830
2022,670120101,"tuhé znečišťující látky (TZL)",0.8040
2022,670150013,"tuhé znečišťující látky (TZL)",0
2022,670150013,"těkavé organické látky (VOC)",0.6450
2022,670150023,"oxid uhelnatý (CO)",0.0370
2022,670150023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.2870
2022,670151101,"oxid uhelnatý (CO)",11.3740
2022,670151101,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.5320
2022,670151113,"oxid uhelnatý (CO)",1.0120
2022,670151113,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5950
2022,670190041,"amoniak a soli amonné vyjádřené jako amoniak (NH3)",2.6140
2022,670190041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",5.3540
2022,670190041,"oxid uhelnatý (CO)",2.0540
2022,670190041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.5190
2022,670190041,"tuhé znečišťující látky (TZL)",1.5650
2022,670190041,"těkavé organické látky (VOC)",9.8240
2022,670190481,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.6840
2022,670190481,"oxid uhelnatý (CO)",21.1350
2022,670190481,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",10.9090
2022,670190481,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",4.0610
2022,670190481,"tuhé znečišťující látky (TZL)",1.24
2022,670190561,"oxid uhelnatý (CO)",0.0030
2022,670190561,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0710
2022,670190561,"těkavé organické látky (VOC)",4.3920
2022,670350013,"tuhé znečišťující látky (TZL)",2.7380
2022,670550043,"oxid uhelnatý (CO)",9.11
2022,670550043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.40
2022,670550043,"tuhé znečišťující látky (TZL)",0.0230
2022,670570023,"oxid uhelnatý (CO)",0.0640
2022,670570023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.1540
2022,670570023,"těkavé organické látky (VOC)",1.8870
2022,670620023,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0260
2022,670620023,"oxid uhelnatý (CO)",0.2010
2022,670620023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3990
2022,670620023,"tuhé znečišťující látky (TZL)",0.0950
2022,670810013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,670850013,"tuhé znečišťující látky (TZL)",0.02
2022,670880013,"tuhé znečišťující látky (TZL)",1.03
2022,670960033,"oxid uhelnatý (CO)",0.0020
2022,670960033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0310
2022,670960033,"tuhé znečišťující látky (TZL)",0.03
2022,670968053,"tuhé znečišťující látky (TZL)",0.5490
2022,671050351,"oxid uhelnatý (CO)",12.5530
2022,671050351,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.5670
2022,671050351,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",18.50
2022,671050351,"tuhé znečišťující látky (TZL)",0.0060
2022,671120013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1240
2022,671120013,"tuhé znečišťující látky (TZL)",0.0660
2022,671120013,"těkavé organické látky (VOC)",0.4840
2022,671210221,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.4030
2022,671210221,"oxid uhelnatý (CO)",0.3930
2022,671210221,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.4820
2022,671210241,"oxid uhelnatý (CO)",1.5790
2022,671210241,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.1210
2022,671218041,"oxid uhelnatý (CO)",0
2022,671218041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.06
2022,671218041,"tuhé znečišťující látky (TZL)",0.0140
2022,671218041,"zinek",0.0110
2022,671290013,"tuhé znečišťující látky (TZL)",0.0010
2022,671601063,"oxid uhelnatý (CO)",2.5920
2022,671601063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.5250
2022,671950013,"oxid uhelnatý (CO)",22.6770
2022,671950013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",13.2080
2022,671990023,"oxid uhelnatý (CO)",0.0040
2022,671990023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0720
2022,672000013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1580
2022,672000013,"oxid uhelnatý (CO)",0.0090
2022,672000013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0210
2022,672000023,"těkavé organické látky (VOC)",0.61
2022,672050033,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.2070
2022,672050033,"oxid uhelnatý (CO)",0.0120
2022,672050033,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0220
2022,672050033,"těkavé organické látky (VOC)",0.0810
2022,672050053,"oxid uhelnatý (CO)",2.0270
2022,672050053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",6.7220
2022,672058083,"oxid uhelnatý (CO)",0
2022,672058083,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1660
2022,672058093,"oxid uhelnatý (CO)",0.2770
2022,672058093,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.2260
2022,672060013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0740
2022,672060013,"oxid uhelnatý (CO)",0.0490
2022,672060013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1450
2022,672060013,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.0050
2022,672060013,"tuhé znečišťující látky (TZL)",0.0070
2022,672060023,"oxid uhelnatý (CO)",0.2030
2022,672060023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.3140
2022,672060023,"tuhé znečišťující látky (TZL)",0.0640
2022,672200201,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0220
2022,672200201,"oxid uhelnatý (CO)",0.0350
2022,672200201,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8020
2022,672200201,"tuhé znečišťující látky (TZL)",0.0230
2022,672220023,"oxid uhelnatý (CO)",0.0070
2022,672220023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0910
2022,672440023,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0430
2022,672440023,"oxid uhelnatý (CO)",0.0150
2022,672440023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0190
2022,672440023,"tuhé znečišťující látky (TZL)",0.0020
2022,672440053,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.1180
2022,672440053,"tuhé znečišťující látky (TZL)",0
2022,672440053,"těkavé organické látky (VOC)",0.0050
2022,672440063,"organické látky vyjádřené jako celkový organický uhlík (TOC)",8.93
2022,672440063,"oxid uhelnatý (CO)",4.0710
2022,672440063,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.9460
2022,672470181,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,672470181,"oxid uhelnatý (CO)",1.1090
2022,672470181,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",4.23
2022,672470181,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,672470181,"tuhé znečišťující látky (TZL)",0
2022,672470181,"těkavé organické látky (VOC)",0
2022,672550023,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0030
2022,672551061,"tuhé znečišťující látky (TZL)",0.0030
2022,672551061,"těkavé organické látky (VOC)",16.9920
2022,672560013,"tuhé znečišťující látky (TZL)",0.0050
2022,672560013,"těkavé organické látky (VOC)",0.0030
2022,672630033,"oxid uhelnatý (CO)",0.0020
2022,672630033,"těkavé organické látky (VOC)",0.0020
2022,672640043,"oxid uhelnatý (CO)",0.0010
2022,672640043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.01
2022,672640043,"tuhé znečišťující látky (TZL)",0
2022,672640043,"těkavé organické látky (VOC)",0
2022,672680013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.3450
2022,672680013,"oxid uhelnatý (CO)",0
2022,672680013,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0
2022,672680013,"tuhé znečišťující látky (TZL)",0.0160
2022,672710013,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.11
2022,672710083,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.7990
2022,672710083,"oxid uhelnatý (CO)",21.9090
2022,672710083,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",301.13
2022,672710083,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",763.57
2022,672710083,"sulfan",0.0219
2022,672710083,"tuhé znečišťující látky (TZL)",43.1690
2022,672710143,"oxid uhelnatý (CO)",0.3120
2022,672710143,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1720
2022,672710421,"těkavé organické látky (VOC)",0.0180
2022,672718071,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",1.2520
2022,672718071,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.2250
2022,672718071,"oxid uhelnatý (CO)",5.04
2022,672718071,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",84.1520
2022,672718071,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",24.9830
2022,672718071,"tuhé znečišťující látky (TZL)",4.2450
2022,672718071,"těkavé organické látky (VOC)",4.0210
2022,672718141,"organické látky vyjádřené jako celkový organický uhlík (TOC)",2.6470
2022,672718141,"oxid uhelnatý (CO)",13.1060
2022,672718141,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.0550
2022,672860041,"alifatické a aromatické ethery, jmenovitě neuvedené v jiné skupině, s počtem atomů uhlíku v molekule 9 a nižším",21.2480
2022,672860041,"alkany s počtem atomů uhlíku v molekule 11 a nižším s výjimkou methanu",31.8730
2022,672860041,"alkylalkoholy s počtem atomů uhlíku v molekule 6 a nižším",1.5510
2022,672860041,"benzen",0.0950
2022,672860041,"ethylbenzen",0.7240
2022,672860041,"organické látky vyjádřené jako celkový organický uhlík (TOC)",8.9320
2022,672860041,"oxid uhelnatý (CO)",21.8390
2022,672860041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",26.5980
2022,672860041,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.5370
2022,672860041,"pentan",1.4320
2022,672860041,"styren",0.05
2022,672860041,"toluen",0.11
2022,672860041,"tuhé znečišťující látky (TZL)",0.4160
2022,672860551,"antimon",0.00091050
2022,672860551,"arsen",0.00091050
2022,672860551,"chlor a plynné anorganické sloučeniny chloru (kromě chlorkyanu) vyjádřené jako chlorovodík (HCl)",0.00037170
2022,672860551,"chrom (bez šestimocného chromu)",0.00308290
2022,672860551,"fluor a jeho anorganické sloučeniny vyjádřené jako fluorovodík (HF)",0.05574780
2022,672860551,"kadmium",0.00009110
2022,672860551,"kobalt (Co)",0.00091050
2022,672860551,"mangan",0.00113170
2022,672860551,"měď",0.00154420
2022,672860551,"nikl",0.00579030
2022,672860551,"olovo",0.00091050
2022,672860551,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0020
2022,672860551,"oxid uhelnatý (CO)",2.5530
2022,672860551,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.4720
2022,672860551,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0.6430
2022,672860551,"polychlorované dibenzodioxiny a dibenzofurany (PCDD/PCDF)",0.0000000050
2022,672860551,"rtuť",0.00042740
2022,672860551,"thallium",0.00091050
2022,672860551,"tuhé znečišťující látky (TZL)",0.0010
2022,672860551,"vanad",0.00091050
2022,672860563,"tuhé znečišťující látky (TZL)",0.1380
2022,672860563,"těkavé organické látky (VOC)",0.7070
2022,672940051,"oxid uhelnatý (CO)",0.1750
2022,672940051,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",8.2930
2022,672940111,"oxid uhelnatý (CO)",0.0020
2022,672940111,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0540
2022,672940111,"tuhé znečišťující látky (TZL)",0.2820
2022,673200013,"těkavé organické látky (VOC)",11.9790
2022,673290073,"oxid uhelnatý (CO)",0.9240
2022,673290073,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",2.7810
2022,673290083,"oxid uhelnatý (CO)",0.6660
2022,673290083,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",3.7020
2022,673290411,"oxid uhelnatý (CO)",0.0150
2022,673290411,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.1420
2022,673290503,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0.0130
2022,673290503,"tuhé znečišťující látky (TZL)",0.5870
2022,673290503,"těkavé organické látky (VOC)",0.1040
2022,673340281,"oxid uhelnatý (CO)",0.0110
2022,673340281,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",1.0460
2022,673340281,"tuhé znečišťující látky (TZL)",3.0040
2022,673528041,"oxid uhelnatý (CO)",9.4150
2022,673528041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",7.9190
2022,673528041,"tuhé znečišťující látky (TZL)",0.0050
2022,673610073,"oxid uhelnatý (CO)",0.5040
2022,673610073,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.8760
2022,673640023,"oxid uhelnatý (CO)",0.0010
2022,673640023,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0010
2022,673640023,"tuhé znečišťující látky (TZL)",0.9920
2022,673720053,"oxid uhelnatý (CO)",0.0370
2022,673720053,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0830
2022,673810023,"těkavé organické látky (VOC)",0.0230
2022,673960013,"tuhé znečišťující látky (TZL)",0.77
2022,674060451,"organické látky vyjádřené jako celkový organický uhlík (TOC)",0
2022,674060451,"oxid uhelnatý (CO)",0
2022,674060451,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.0090
2022,674060451,"oxidy síry vyjádřené jako oxid siřičitý (SO2)",0
2022,674060451,"tuhé znečišťující látky (TZL)",0
2022,674140013,"tuhé znečišťující látky (TZL)",0.0090
2022,674160013,"tuhé znečišťující látky (TZL)",0.0770
2022,674170043,"oxid uhelnatý (CO)",9.1490
2022,674170043,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",5.74
2022,674360023,"tuhé znečišťující látky (TZL)",0.88
2022,674420013,"těkavé organické látky (VOC)",0.4770
2022,674630023,"těkavé organické látky (VOC)",0.27
2022,674630041,"oxid uhelnatý (CO)",0.1450
2022,674630041,"oxidy dusíku vyjádřené jako oxid dusičitý (NOx)",0.4330
2022,674630693,"organické látky vyjádřené jako celkový organický uhlík (TOC)",1.0810
2022,674630693,"těkavé organické látky (VOC)",0.3280
2022,674730031,"antimon",0.000045377851
2022,674730031,"arsen",0.000279303171
2022,674730031,"benzo(a)pyren",0.000000355667
2022,674730031,"benzo(b)fluoranten",0.000000899996
2022,674730031,"benzo(k)fluoranten",0.000000401870
