"ROK","ICP","TYP","FUEL_NAME"
2022,210501002,"SPAL","nafta"
2022,210501212,"SPAL","propan, butan a jejich směsi"
2022,210501232,"SPAL","zemní plyn"
2022,210501252,"SPAL","zemní plyn"
2022,210501382,"SPAL","zemní plyn"
2022,210502382,"SPAL","zemní plyn"
2022,210502692,"SPAL","zemní plyn"
2022,210502762,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,210503002,"SPAL","zemní plyn"
2022,210503072,"SPAL","zemní plyn"
2022,210503252,"SPAL","nafta"
2022,210503452,"SPAL","nafta"
2022,210503612,"SPAL","zemní plyn"
2022,210503852,"SPAL","zemní plyn"
2022,210504152,"SPAL","zemní plyn"
2022,210557172,"SPAL","skládkový plyn"
2022,210557262,"SPAL","propan, butan a jejich směsi"
2022,210557272,"SPAL","zemní plyn"
2022,210557422,"SPAL","zemní plyn"
2022,210557562,"SPAL","nafta"
2022,210557972,"SPAL","nafta"
2022,210558162,"SPAL","zemní plyn"
2022,210558762,"SPAL","zemní plyn"
2022,210558962,"SPAL","zemní plyn"
2022,210559792,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,210559842,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,210570122,"SPAL","zemní plyn"
2022,210570342,"SPAL","nafta"
2022,210570342,"SPAL","zemní plyn"
2022,210570482,"SPAL","bioplyn"
2022,210570512,"SPAL","zemní plyn"
2022,210570802,"SPAL","zemní plyn"
2022,210570812,"SPAL","zemní plyn"
2022,210570822,"SPAL","zemní plyn"
2022,210570832,"SPAL","zemní plyn"
2022,210570842,"SPAL","zemní plyn"
2022,210570852,"SPAL","nafta"
2022,210570942,"SPAL","nafta"
2022,210600012,"SPAL","zemní plyn"
2022,210600052,"SPAL","zemní plyn"
2022,210600142,"SPAL","zemní plyn"
2022,210600182,"SPAL","zemní plyn"
2022,210600322,"SPAL","zemní plyn"
2022,210600352,"SPAL","zemní plyn"
2022,210600522,"SPAL","zemní plyn"
2022,210620062,"SPAL","zemní plyn"
2022,210620952,"SPAL","dřevní biomasa"
2022,210621032,"SPAL","zemní plyn"
2022,210670092,"SPAL","zemní plyn"
2022,210700092,"SPAL","plynové oleje pro topení (obsah síry max. do 0,1 % vč.)"
2022,210700102,"SPAL","zemní plyn"
2022,210700432,"SPAL","zemní plyn"
2022,210700452,"SPAL","bioplyn"
2022,210700482,"SPAL","hnědé uhlí tříděné"
2022,210700492,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,210700532,"SPAL","zemní plyn"
2022,210770232,"SPAL","zemní plyn"
2022,210770292,"SPAL","zemní plyn"
2022,210800172,"SPAL","zemní plyn"
2022,210800482,"SPAL","zemní plyn"
2022,210800812,"SPAL","zemní plyn"
2022,210800912,"SPAL","zemní plyn"
2022,210800972,"SPAL","zemní plyn"
2022,210801342,"SPAL","zemní plyn"
2022,210801352,"SPAL","zemní plyn"
2022,210801962,"SPAL","zemní plyn"
2022,210802082,"SPAL","zemní plyn"
2022,210802102,"SPAL","zemní plyn"
2022,210802312,"SPAL","zemní plyn"
2022,210802442,"SPAL","zemní plyn"
2022,210802452,"SPAL","nafta"
2022,210802452,"SPAL","zemní plyn"
2022,210802732,"SPAL","zemní plyn"
2022,210812012,"SPAL","zemní plyn"
2022,210812012,"SPAL","nafta"
2022,210842522,"SPAL","bioplyn"
2022,210870062,"SPAL","zemní plyn"
2022,210870102,"SPAL","zemní plyn"
2022,210870242,"SPAL","zemní plyn"
2022,210900132,"SPAL","zemní plyn"
2022,210900212,"SPAL","zemní plyn"
2022,210900272,"SPAL","nafta"
2022,210900272,"SPAL","zemní plyn"
2022,210900592,"SPAL","zemní plyn"
2022,210901142,"SPAL","zemní plyn"
2022,210901212,"SPAL","kalový plyn"
2022,210901212,"SPAL","zemní plyn"
2022,210901252,"SPAL","zemní plyn"
2022,210901262,"SPAL","zemní plyn"
2022,210901392,"SPAL","zemní plyn"
2022,210901492,"SPAL","zemní plyn"
2022,210901702,"SPAL","nafta"
