"ROK","ICP","ICO","NACE"
2022,211202092,25261282,"421100"
2022,211202132,28201850,"292000"
2022,211202152,15890554,"473000"
2022,211202192,47542098,"473000"
2022,211202342,27516032,"262000"
2022,211270042,70877572,"853110"
2022,211270052,45148210,"462100"
2022,211270062,45148210,"462100"
2022,211270112,25479733,"467120"
2022,211270132,29060109,"351100"
2022,211270142,75151481,"842400"
2022,211270192,25719068,"015000"
2022,211270262,48587010,"467690"
2022,211270272,49623877,"382100"
2022,211270312,69922,"910200"
2022,211270462,27079741,"011100"
2022,211270502,28510011,"353010"
2022,211270522,46504940,"109100"
2022,211270552,25714350,"015000"
2022,211300022,47124628,"522900"
2022,211300062,49534963,"873010"
2022,211300072,45148350,"236100"
2022,211300112,47052945,"422100"
2022,211300322,47546131,"013000"
2022,211300362,49534971,"872010"
2022,211300472,46348034,"353010"
2022,211300492,46348034,"353010"
2022,211300562,62959221,"466900"
2022,211300602,47539801,"353010"
2022,211300642,47539801,"353010"
2022,211300692,62958887,"353010"
2022,211300892,14801884,"310100"
2022,211370072,27892638,"236300"
2022,211370082,24655368,"473000"
2022,211370152,46348034,"353010"
2022,211400012,46357238,"015000"
2022,211400042,60457856,"559000"
2022,211400092,60777133,"236900"
2022,211400112,45270805,"282500"
2022,211400132,47535709,"162400"
2022,211400242,62967789,"473000"
2022,211400282,25103709,"466900"
2022,211400402,71000241,"853110"
2022,211400422,71209271,"873010"
2022,211400472,62579657,"473000"
2022,211400482,26429471,"221900"
2022,211400492,15890554,"473000"
2022,211400622,46350781,"181200"
2022,211400722,26704382,"473000"
2022,211400752,45144290,"284100"
2022,211400792,46710311,"261100"
2022,211400962,62438174,"782000"
2022,211401712,15880486,"161000"
2022,211401792,26196620,"360000"
2022,211402082,61681857,"452000"
2022,211402102,86595351,"873010"
2022,211402432,49356089,"381100"
2022,211402452,25110161,"471100"
2022,211402462,41329350,"221100"
2022,211402492,25707311,"353000"
2022,211402552,45308314,"471100"
2022,211402562,26780020,"452000"
2022,211470052,49245589,"452000"
2022,211470062,28395581,"081200"
2022,211470072,49452011,"081200"
2022,211470112,45148210,"462100"
2022,211470152,25735586,"323000"
2022,211500032,60193531,"521000"
2022,211500042,60193531,"521000"
2022,211500052,60193531,"521000"
2022,211500162,105601,"015000"
2022,211500282,177041,"291000"
2022,211500302,177041,"291000"
2022,211500382,238295,"841100"
2022,211500392,238295,"841100"
2022,211500412,75032899,"853110"
2022,211500562,11303344,"252100"
2022,211500772,25639587,"293200"
2022,211500852,26156491,"256100"
2022,211500992,43224555,"161000"
2022,211501172,46349219,"521000"
2022,211501302,46356983,"360000"
2022,211501312,46356983,"360000"
2022,211501572,47543761,"105100"
2022,211501672,48683884,"853220"
2022,211501692,48938165,"353000"
2022,211501712,48938165,"353000"
2022,211501742,25479733,"467120"
2022,211501752,25479733,"467120"
2022,211501762,49823574,"473000"
2022,211501772,49823574,"473000"
2022,211501892,60498021,"879000"
2022,211502082,48038687,"473000"
2022,211502102,15890554,"473000"
2022,211502132,48038687,"473000"
2022,211502142,48038687,"473000"
2022,211502292,75034981,"853110"
2022,211502302,26163667,"110500"
2022,211502402,42714478,"682020"
2022,211502422,26496178,"473000"
2022,211502462,40743187,"236300"
2022,211502522,75034042,"853110"
2022,211502632,27935311,"701000"
2022,211502642,48036021,"469000"
2022,211511602,25064592,"201200"
2022,211511712,47551984,"381100"
2022,211511752,11303344,"252100"
2022,211512122,25137026,"236300"
2022,211512152,28389859,"205900"
2022,211512332,60108151,"451100"
2022,211512342,60470968,"475200"
2022,211512352,25110161,"471100"
2022,211512522,25749137,"682000"
2022,211512562,26286955,"352200"
2022,211570082,220159,"431100"
2022,211570092,40524604,"293200"
2022,211570182,27098591,"011100"
2022,211570202,45148465,"275100"
2022,211570212,45148210,"462100"
2022,211570222,45148210,"462100"
2022,211570232,46356118,"014600"
2022,211570252,27892638,"236300"
2022,211570322,27862470,"274000"
2022,211570522,47551984,"381100"
2022,211570612,45308314,"471100"
2022,211570632,26438577,"452000"
2022,211570752,26207451,"467100"
2022,211600232,25142216,"251100"
2022,211600252,228486,"682000"
2022,211600342,69566,"853210"
2022,211600642,47545950,"293200"
2022,211600822,25704567,"293200"
2022,211600922,28214862,"473000"
2022,211670072,25146297,"110500"
2022,211670102,45148210,"462100"
2022,211670122,46356118,"014600"
2022,211670172,27238695,"381100"
2022,211670242,28510011,"353010"
2022,211670252,28510011,"353010"
2022,211670282,28510011,"353010"
2022,211670292,25655108,"432900"
2022,211700322,49546694,"172100"
2022,211700332,27260364,"495020"
2022,211700402,14451263,"222300"
2022,211700562,48953890,"139500"
2022,211700602,40230295,"382100"
2022,211700752,26295474,"205990"
2022,211700812,25137026,"236300"
2022,211700892,49822381,"081200"
2022,211714512,49452011,"081200"
2022,211770062,61680532,"222900"
2022,211801242,49534955,"873010"
