"Ukazatel","IndicatorType","Pohlaví","POHL2","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Praha","CZ01","638009"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Střední Čechy","CZ02","676696"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Jihozápad","CZ03","607494"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Severozápad","CZ04","553069"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Severovýchod","CZ05","747330"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Jihovýchod","CZ06","835577"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Střední Morava","CZ07","595503"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Moravskoslezsko","CZ08","590516"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Hlavní město Praha","CZ010","638009"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Středočeský kraj","CZ020","676696"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Jihočeský kraj","CZ031","317268"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Plzeňský kraj","CZ032","290226"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Karlovarský kraj","CZ041","145674"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Ústecký kraj","CZ042","407395"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Liberecký kraj","CZ051","217791"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Královéhradecký kraj","CZ052","271591"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Pardubický kraj","CZ053","257948"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Kraj Vysočina","CZ063","253061"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Jihomoravský kraj","CZ064","582516"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Olomoucký kraj","CZ071","309620"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Zlínský kraj","CZ072","285883"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2019","2019","Moravskoslezský kraj","CZ080","590516"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Česko","CZ","5271996"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Praha","CZ01","647286"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Střední Čechy","CZ02","685199"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Jihozápad","CZ03","611862"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Severozápad","CZ04","553357"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Severovýchod","CZ05","750539"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Jihovýchod","CZ06","838903"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Střední Morava","CZ07","595552"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Moravskoslezsko","CZ08","589298"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Hlavní město Praha","CZ010","647286"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Středočeský kraj","CZ020","685199"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Jihočeský kraj","CZ031","318468"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Plzeňský kraj","CZ032","293394"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Karlovarský kraj","CZ041","145594"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Ústecký kraj","CZ042","407763"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Liberecký kraj","CZ051","218661"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Královéhradecký kraj","CZ052","272184"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Pardubický kraj","CZ053","259694"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Kraj Vysočina","CZ063","253649"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Jihomoravský kraj","CZ064","585254"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Olomoucký kraj","CZ071","309603"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Zlínský kraj","CZ072","285949"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2020","2020","Moravskoslezský kraj","CZ080","589298"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Česko","CZ","5170902"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Praha","CZ01","613316"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Střední Čechy","CZ02","678250"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Jihozápad","CZ03","600518"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Severozápad","CZ04","537212"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Severovýchod","CZ05","739766"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Jihovýchod","CZ06","831376"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Střední Morava","CZ07","588789"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Moravskoslezsko","CZ08","581675"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Hlavní město Praha","CZ010","613316"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Středočeský kraj","CZ020","678250"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Jihočeský kraj","CZ031","314988"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Plzeňský kraj","CZ032","285530"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Karlovarský kraj","CZ041","140871"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Ústecký kraj","CZ042","396341"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Liberecký kraj","CZ051","215962"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Královéhradecký kraj","CZ052","268571"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Pardubický kraj","CZ053","255233"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Kraj Vysočina","CZ063","250788"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Jihomoravský kraj","CZ064","580588"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Olomoucký kraj","CZ071","306607"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Zlínský kraj","CZ072","282182"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2021","2021","Moravskoslezský kraj","CZ080","581675"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Česko","CZ","5183775"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Praha","CZ01","623121"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Střední Čechy","CZ02","685492"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Jihozápad","CZ03","601987"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Severozápad","CZ04","534607"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Severovýchod","CZ05","739085"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Jihovýchod","CZ06","833663"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Střední Morava","CZ07","587099"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Moravskoslezsko","CZ08","578721"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Hlavní město Praha","CZ010","623121"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Středočeský kraj","CZ020","685492"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Jihočeský kraj","CZ031","315242"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Plzeňský kraj","CZ032","286745"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Karlovarský kraj","CZ041","139826"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Ústecký kraj","CZ042","394781"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Liberecký kraj","CZ051","216030"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Královéhradecký kraj","CZ052","267700"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Pardubický kraj","CZ053","255355"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Kraj Vysočina","CZ063","250990"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Jihomoravský kraj","CZ064","582673"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Olomoucký kraj","CZ071","305449"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Zlínský kraj","CZ072","281650"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2022","2022","Moravskoslezský kraj","CZ080","578721"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Česko","CZ","5308523"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Praha","CZ01","656382"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Střední Čechy","CZ02","707185"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Jihozápad","CZ03","618541"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Severozápad","CZ04","543249"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Severovýchod","CZ05","754481"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Jihovýchod","CZ06","852096"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Střední Morava","CZ07","593895"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Moravskoslezsko","CZ08","582694"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Hlavní město Praha","CZ010","656382"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Středočeský kraj","CZ020","707185"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Jihočeský kraj","CZ031","321352"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Plzeňský kraj","CZ032","297189"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Karlovarský kraj","CZ041","143370"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Ústecký kraj","CZ042","399879"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Liberecký kraj","CZ051","220435"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Královéhradecký kraj","CZ052","272756"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Pardubický kraj","CZ053","261290"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Kraj Vysočina","CZ063","255697"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Jihomoravský kraj","CZ064","596399"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Olomoucký kraj","CZ071","309040"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Zlínský kraj","CZ072","284855"
"Počet obyvatel k 1. 1. (počáteční stav)","2406P","Muži","1","2023","2023","Moravskoslezský kraj","CZ080","582694"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Česko","CZ","4999326"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Praha","CZ01","560722"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Střední Čechy","CZ02","543471"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Jihozápad","CZ03","577520"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Severozápad","CZ04","554473"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Severovýchod","CZ05","725918"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Jihovýchod","CZ06","808469"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Střední Morava","CZ07","603417"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Moravskoslezsko","CZ08","625336"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Hlavní město Praha","CZ010","560722"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Středočeský kraj","CZ020","543471"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Jihočeský kraj","CZ031","307295"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Plzeňský kraj","CZ032","270225"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Karlovarský kraj","CZ041","148938"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Ústecký kraj","CZ042","405535"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Liberecký kraj","CZ051","208864"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Královéhradecký kraj","CZ052","268172"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Pardubický kraj","CZ053","248882"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Kraj Vysočina","CZ063","257470"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Jihomoravský kraj","CZ064","550999"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Olomoucký kraj","CZ071","312011"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Zlínský kraj","CZ072","291406"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2000","2000","Moravskoslezský kraj","CZ080","625336"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Česko","CZ","4978951"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Praha","CZ01","551815"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Střední Čechy","CZ02","550949"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Jihozápad","CZ03","576772"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Severozápad","CZ04","550749"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Severovýchod","CZ05","725391"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Jihovýchod","CZ06","802838"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Střední Morava","CZ07","600815"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Moravskoslezsko","CZ08","619622"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Hlavní město Praha","CZ010","551815"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Středočeský kraj","CZ020","550949"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Jihočeský kraj","CZ031","307085"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Plzeňský kraj","CZ032","269687"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Karlovarský kraj","CZ041","148865"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Ústecký kraj","CZ042","401884"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Liberecký kraj","CZ051","208390"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Královéhradecký kraj","CZ052","268119"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Pardubický kraj","CZ053","248882"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Kraj Vysočina","CZ063","256419"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Jihomoravský kraj","CZ064","546419"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Olomoucký kraj","CZ071","310902"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Zlínský kraj","CZ072","289913"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2001","2001","Moravskoslezský kraj","CZ080","619622"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Česko","CZ","4964598"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Praha","CZ01","549419"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Střední Čechy","CZ02","550644"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Jihozápad","CZ03","575647"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Severozápad","CZ04","549844"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Severovýchod","CZ05","723076"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Jihovýchod","CZ06","799788"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Střední Morava","CZ07","598889"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Moravskoslezsko","CZ08","617291"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Hlavní město Praha","CZ010","549419"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Středočeský kraj","CZ020","550644"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Jihočeský kraj","CZ031","306628"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Plzeňský kraj","CZ032","269019"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Karlovarský kraj","CZ041","148629"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Ústecký kraj","CZ042","401215"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Liberecký kraj","CZ051","207974"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Královéhradecký kraj","CZ052","266927"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Pardubický kraj","CZ053","248175"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Kraj Vysočina","CZ063","255803"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Jihomoravský kraj","CZ064","543985"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Olomoucký kraj","CZ071","309905"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Zlínský kraj","CZ072","288984"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2002","2002","Moravskoslezský kraj","CZ080","617291"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Česko","CZ","4968189"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Praha","CZ01","552660"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Střední Čechy","CZ02","553660"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Jihozápad","CZ03","575820"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Severozápad","CZ04","550307"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Severovýchod","CZ05","722424"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Jihovýchod","CZ06","799508"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Střední Morava","CZ07","597850"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Moravskoslezsko","CZ08","615960"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Hlavní město Praha","CZ010","552660"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Středočeský kraj","CZ020","553660"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Jihočeský kraj","CZ031","306879"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Plzeňský kraj","CZ032","268941"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Karlovarský kraj","CZ041","148839"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Ústecký kraj","CZ042","401468"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Liberecký kraj","CZ051","207788"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Královéhradecký kraj","CZ052","266562"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Pardubický kraj","CZ053","248074"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Kraj Vysočina","CZ063","255772"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Jihomoravský kraj","CZ064","543736"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Olomoucký kraj","CZ071","309403"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Zlínský kraj","CZ072","288447"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2003","2003","Moravskoslezský kraj","CZ080","615960"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Česko","CZ","4971730"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Praha","CZ01","555798"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Střední Čechy","CZ02","556520"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Jihozápad","CZ03","575975"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Severozápad","CZ04","550436"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Severovýchod","CZ05","721479"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Jihovýchod","CZ06","799758"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Střední Morava","CZ07","597200"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Moravskoslezsko","CZ08","614564"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Hlavní město Praha","CZ010","555798"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Středočeský kraj","CZ020","556520"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Jihočeský kraj","CZ031","307125"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Plzeňský kraj","CZ032","268850"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Karlovarský kraj","CZ041","148581"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Ústecký kraj","CZ042","401855"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Liberecký kraj","CZ051","208093"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Královéhradecký kraj","CZ052","266162"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Pardubický kraj","CZ053","247224"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Kraj Vysočina","CZ063","255622"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Jihomoravský kraj","CZ064","544136"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Olomoucký kraj","CZ071","309102"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Zlínský kraj","CZ072","288098"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2004","2004","Moravskoslezský kraj","CZ080","614564"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Česko","CZ","4991439"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Praha","CZ01","563147"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Střední Čechy","CZ02","563506"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Jihozápad","CZ03","577711"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Severozápad","CZ04","552628"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Severovýchod","CZ05","723525"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Jihovýchod","CZ06","800786"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Střední Morava","CZ07","598517"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Moravskoslezsko","CZ08","611619"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Hlavní město Praha","CZ010","563147"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Středočeský kraj","CZ020","563506"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Jihočeský kraj","CZ031","308000"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Plzeňský kraj","CZ032","269711"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Karlovarský kraj","CZ041","149086"
"Počet obyvatel k 1. 7. (střední stav)","9379","Muži","1","2005","2005","Ústecký kraj","CZ042","403542"
